,name,name_description,name_category,name_gender
1143,Faustyn,"Faustyn — imię męskie pochodzenia łacińskiego, wywodzące się od rzymskiego nazwiska Faustinus, które pierwotnie oznaczało ""pochodzący od Fausta, należący do Fausta"". Imię to nosiło wielu świętych. Jednym z bardziej znanych jest św. Faustyn, wspominany 15 lutego ze swoim bratem, św. Jowitą. Łacińska grupa, od której imię to pochodzi (faustus — ""błogi, pomyślny"", ale także faveo, favi, fautum — ""sprzyjać, być przychylnym"") nie ma pochodzenia indoeuropejskiego oraz pewnych odpowiedników w żadnym języku indoeuropejskim[1].
",latin and romanic,male
1144,Falibor,"Falibor – staropolskie imię męskie, złożone z członu Fali- (Chwali – ""chwalić, sławić, dziękować"") i -bor (""walka""). Prawdopodobnie oznaczało ""tego, który sławi walkę"". Forma Falibor powstała w wyniku uproszczenia się grupy chw w f, które zaszło na Śląsku, w Małopolsce i na Mazowszu w polszczyźnie epoki przedpiśmiennej[1]. 
",slavic,male
1145,Chwalibog,"Chwalibog, Falibog, Chwaliboż, Faliboż — staropolskie imię męskie, złożone z członu Chwali- (""chwalić, sławić, dziękować"") i -bog (""Bóg"", ale pierwotnie ""los, dola, szczęście""). Prawdopodobnie oznaczało ""tego, który sławi szczęście"", późn. ""tego, który sławi Boga"". Po raz pierwszy zanotowane w formie Chwalibog w 1258 roku, a w formie Falibog — ok. 1265 r. (Faliboż — 1239 r.)[1]. 
",slavic,male
1146,Faina,"Faina – imię żeńskie niejasnego pochodzenia, być może wywodzące się od gr. imienia mitologicznego Φαεννα (Phaenna), pochodzącego od φαεινος (phaeinos) – ""błyszczący, lśniący"". Imię to było przede wszystkim używane w Rosji. Jego patronką jest św. Faina, wspominana razem ze św. Aleksandrą, Klaudią, Eufrazją, Matroną, Julitą, Tekuzą i Teodotem.
",other,female
1147,Fabrycjan,"Fabrycjan – imię męskie pochodzenia łacińskiego. Wywodzi się od słowa faber oznaczającego ""rzemieślnik"".
",latin and romanic,male
1148,Fabiusz,"Fabiusz - imię męskie pochodzenia łacińskiego. Wywodzi się nazwy rzymskiego rodu Fabiuszów, która z kolei pochodzi od łacińskiego faba - ""bób"". Wśród patronów tego imienia — św. Fabiusz, wspominany razem ze swoimi towarzyszami, św. Bassusem, Maksymem i Antymem. 
",latin and romanic,male
1149,Chwalisława,"Chwalisława, Falisława – staropolskie imię żeńskie, złożone z członu Chwali- (""chwalić, sławić, dziękować"") i -sława (""sława""). Prawdopodobnie oznaczało ""tę, która chwali sławę"". W źródłach polskich poświadczone od XIII wieku. Forma Falisława powstała w wyniku uproszczenia się grupy chw w f, które zaszło na Śląsku, w Małopolsce i na Mazowszu w polszczyźnie epoki przedpiśmiennej[1]. 
",slavic,female
1150,Fabiola,"Fabiola — imię żeńskie, pierwotnie zdrobniała forma imienia Fabia. Patronką tego imienia jest św. Fabiola, matrona rzymska, wdowa (IV wiek).
",latin and romanic,female
1151,Chwalimir,"Chwalimir, Chalimir, Falimir, Kwalimir – staropolskie imię męskie, złożone z członu Chwali- (""chwalić, sławić, dziękować"") i -mir (""pokój, spokój, dobro""). Prawdopodobnie oznaczało ""tego, który sławi pokój"".
",slavic,male
1152,Fabia,"Fabia - żeński odpowiednik łacińskiego imienia Fabiusz. Patronem tego imienia jest bł. Fabiusz (zm. w 303 roku).
",latin and romanic,female
1153,Fabian,"Fabian – imię męskie pochodzenia łacińskiego, oznaczające ""należący do Fabiusza"" (mężczyzny z rodu Fabiuszów). Nazwa rodowa Fabiuszy wywodzi się zaś od słowa faba (bób) i pierwotnie oznaczała osobę zajmującą się uprawą bobu. Patronem imienia jest św. Fabian.
",latin and romanic,male
1154,Fabrycy,"Fabrycy − imię męskie.
",latin and romanic,male
1155,Letycja,"Letycja – imię żeńskie pochodzenia łacińskiego (od nazwy rodu Laetitia), oznacza piękno, wesołość, wdzięk. Na cześć św. Letycji odbywa się co roku we wrześniu kilkudniowe święto w hiszpańskim Ayerbe.
",latin and romanic,female
1156,Leszek,"Leszek – staropolskie imię męskie. Etymologia niejasna. Do XIII wieku używane jako Lestek. W późniejszych historycznych odmianach spotykane także jako Leszko. Pokrewne imiona to Lstek, wtórnie Lestek. Potencjalnie pochodziło od słowa lstiti. Również w innych językach słowiańskich istniały imiona formowane przy użyciu tego członu, np. czeski Lstimir. 
",slavic,male
1157,Lesława,"Lesława – żeński odpowiednik  Lesława, imienia pochodzenia literackiego, powstałego w XIX wieku na wzór staropolskich imion złożonych.
",other,female
1158,Lewin,"Lewin – imię męskie pochodzenia germańskiego. W języku staroangielskim Leofwine (od leof ""przyjazny, lubiany, zgodny"" i wine ""przyjaciel""), w starowysokoniemieckim Liefwine, Leubwini (od liub ""kochany"" i wini przyjaciel""), w dialekcie dolnoreńskim Lewin, skąd trafiło do języka polskiego (zapisane w takiej formie już w średniowieczu). Imię to nosił św. Lewin, irlandzki ksiądz zm. ok. 650 identyfikowany z anglosaskim misjonarzem działającym we Fryzji, św. Lebuinem (zm. ok. 773). Obaj święci wspominani są w Kościele katolickim 12 listopada.
",german,male
1159,Fabiana,"Fabiana — imię żeńskie pochodzenia łacińskiego. Wywodzi się od nazwy rzymskiego rodu Fabiuszów. Żeński odpowiednik imienia Fabian.
",latin and romanic,female
1160,Lesław,"Lesław – imię męskie pochodzenia literackiego, powstałe w XIX wieku na wzór staropolskich imion złożonych. Żeńska forma tego imienia to Lesława.
",other,male
1161,Leowigild,"Leowigild – imię męskie pochodzenia germańskiego, oznaczające ""czujnego lwa"".
",german,male
1162,Leopolda,"Leopolda – imię żeńskie pochodzenia germańskiego; żeński odpowiednik imienia Leopold, które wywodzi się od słowa oznaczającego ""lud"".
",german,female
1163,Leopold,"Leopold – imię męskie pochodzenia germańskiego. Wywodzi się od słowa oznaczającego „lud”.
",german,male
1164,Liba,"Liba[1] lub Libia[2] – imię żeńskie, którego patronką jest św. Liba, wspominana razem ze swoimi towarzyszkami, św. Leonidą i Eutropią. W literaturze hagiograficznej Libę (Libię) oznacza się przemiennie tym imieniem oraz imieniem Oliwia.
",greek,female
1165,Leontyna,"Leontyna - żeński odpowiednik imienia Leontyn. Imię to posiada świętą patronkę.
",latin and romanic,female
1166,Leontyn,"Leontyn – imię męskie pochodzenia łacińskiego. Wywodzi się od słowa Leo oznaczającego lwa. Nosiło je kilku świętych wczesnego kościoła katolickiego: św. Leontyn z Bragi, św. Leontyn z Saintes, św. Leontyn (męczennik za Dioklecjana) i św. Leontyn z Cezarei.
",latin and romanic,male
1167,Leonida,"Leonida - żeński odpowiednik imienia Leonid. Istnieje szereg świętych katolickich o tym imieniu.
",greek,female
1168,Leopoldyna,"Leopoldyna – żeński odpowiednik imienia Leopold.
",german,female
1169,Leonid,"Leonid – imię męskie pochodzenia greckiego. Wywodzi się od
słowa oznaczającego ""lew"".
",greek,male
1170,Leonia,"Leonia – żeński odpowiednik imienia Leon.
",latin and romanic,female
1171,Leoncjusz,"Leoncjusz – imię męskie pochodzenia greckiego[1][2].
",greek,male
1172,Leoncja,"Leoncja — imię żeńskie pochodzenia greckiego; żeński odpowiednik imienia Leoncjusz, które to jest zdrobnieniem od imion, w których skład wchodziła cząstka leon-, takich jak Leontoménēs[1]. 
",greek,female
1173,Leonarda,"Leonarda – imię żeńskie pochodzenia łacińsko–germańskiego; żeński odpowiednik imienia Leonard[1]. Pierwszy człon imienia stanowi wczesna pożyczka germańska z łaciny („lew” – stwniem. lēwo, lěwo; zachodniofrankońska, zromanizowana forma leon), natomiast drugi człon to stwniem. hart – „mocny, dzielny”[2]. Imię Leonarda jest notowane w Polsce co najmniej od 1626 roku[3].
",german,female
1174,Leonard,"Leonard – imię męskie pochodzenia germańskiego. Wywodzi się od słowa oznaczającego „silny jak lew”. W Polsce imię to poświadczone jest od 1193 roku, m.in. jako Lenart, Lenard, Leonhardus, Lenert, Lenhart i Lenhard.
",german,male
1175,Leona,"Leona — imię żeńskie; żeński odpowiednik imienia Leon, które w starożytnej Grecji funkcjonowało jako zdrobnienie imion dwuczłonowych, zaczynających się lub kończących (jak Pantaleon) członem λεων (leon), pochodzącym albo od słowa oznaczającego po grecku ""lud"", albo ""lew"". Już od czasów starożytnych jednak powszechnie uważano to imię za oznaczające ""lew"". Imię to pojawiło się także u Rzymian, bądź jako zapożyczenie z Grecji, bądź niezależnie[1].
",latin and romanic,female
1176,Leon,"Leon – imię męskie pochodzenia grecko-łacińskiego. Imię to w starożytnej Grecji funkcjonowało jako zdrobnienie imion dwuczłonowych, zaczynających się lub kończących (jak Pantaleon) członem λεων (leon), który pochodzi albo od słowa oznaczającego po grecku „lud”, albo „lew”. Już od czasów starożytnych jednak powszechnie uważano to imię za oznaczające „lew”. Imię to pojawiło się także u Rzymian, bądź jako zapożyczenie z Grecji, bądź niezależnie[1].
",latin and romanic,male
1177,Leokrycja,"Leokrycja – imię żeńskie pochodzenia greckiego, oznaczające „ukoronowana”, „królowa”. Patronką tego imienia jest św. Leokrycja z Kordowy.
",greek,female
1178,Leokadia,"Leokadia – imię żeńskie pochodzenia greckiego, żeńska wersja męskiego imienia Leokadiusz. Oznacza ""troszcząca się o lud"".
",greek,female
1179,Lederg,"Lederg — staropolskie imię męskie. Pierwszy człon, Le- powstał najprawdopodobniej przez skrócenie wyrazu lela (""siostra matki""); drugi człon, -derg, oznaczał ""drogi, cenny""[1]. Inną hipotezą jest połączenie pierwszego członu z partykułą le — ""ledwie, na poły"" lub wyjaśnienie go jako pochodzącego od prasłowiańskiego rzeczownika lьstь, a następnie polskiego ""leść"" — ""zdrada, podstęp""[2] (por. Leszek). 
",slavic,male
1180,Lena,"Lena – imię żeńskie, popularne w krajach słowiańskich i skandynawskich; usamodzielnione zdrobnienie od greckiego Ἑλένη (pol. Helena) lub Μαγδαληνή (pol. Magdalena)[1]. W Polsce forma o brzmieniu Lena jest notowana od 1418 roku[2], jako pochodna żeńska imienia Helena[3] lub męska – Lenarda (może także Lenida, Leona)[4]. W Polsce można się spotkać również ze zdrabnianiem w ten sposób imion Milena i Marlena, Eleonora i Leonia.
",greek,female
1181,Gabriel,"Gabriel (hebr. גַּבְרִיאֵל, arab. جبريل / جبرائيل) – imię męskie pochodzenia semickiego. Wywodzi się od hebrajskiego słowa oznaczającego „mąż boży”. Imię jednego z archaniołów, który zwiastował Najśw. Pannie Marii a jeszcze wcześniej przepowiedział Zachariaszowi narodziny jego syna – Jana Chrzciciela. Według islamu to Gabriel (Dżibril) podyktował Koran prorokowi Mahometowi. Jest patronem: telegrafu, radia, telewizji, teledetekcji, dyplomatów i posłańców[potrzebny przypis].
",hebrew,male
1182,Tytus,"Tytus — imię męskie pochodzenia łacińskiego, należące do nielicznej grupy najstarszych imion rzymskich (imion właściwych, praenomen, por. Marek, Tyberiusz, Aulus, Maniusz, Gajusz, Lucjusz, Publiusz, Kwintus). Titus oznacza ""dziki gołąb""; słowo to miało jednakże w starożytnym Rzymie znaczenie przenośne i było stosowane także dla oznaczenia męskości[1].
",latin and romanic,male
1183,Dyter,"Dyter, Deder, Diter – imię męskie pochodzenia germańskiego, zapisywane w Polsce od 1306 roku w formach Dyter, Tyter, a w postaci Dederek, Dederko i Deder – od 1417 roku[1], także Tader i Tadyr (które to formy mogły także pochodzić od imienia Teodor). 
",german,male
1184,Tyrs,"Tyrs – imię męskie pochodzenia greckiego, Θύρσος, pochodzące od wyrazu pospolitego thyrsos, oznaczającego drążek, buława (opleciona winoroślą lub bluszczem, atrybut Dionizosa i menad). Patronem tego imienia jest m.in. św. Tyrs (Tirs), wspominany razem ze św. Leucjuszem (Leukiuszem) i św. Kalinikiem.
",greek,male
1185,Leokadiusz,"Leokadiusz – imię męskie pochodzenia greckiego, utworzone z wyrazów pospolitych laós (léos), oznaczającego lud oraz kedos (kados), oznaczającego troskę. Imię to oznacza zatem troszczący się o lud.
",greek,male
1186,Leodegar,"Leodegar - imię męskie pochodzące od św. Leodegara (ok. 616-680), biskupa Autun[1].
",latin and romanic,male
1187,Tymoteusz,"Tymoteusz – imię męskie pochodzenia greckiego. Wywodzi się od słów thymos i theos oznaczających „ten, który czci Boga”.
",greek,male
1188,Tymona,"Tymona[1] —  imię żeńskie pochodzenia greckiego, żeński odpowiednik imienia Tymon, utworzonego od greckich imion złożonych typu Tymoteusz — po odrzuceniu drugiego członu imienia — za pomocą przyrostka -ōn[2]. Już w dawnych źródłach polskich (od 1492 roku) występowała w Polsce Tymka, a także wschodniosłowiańskiego Tyszka (od 1388 r.[3]), utworzona od pierwszego członu imienia Tymoteusz[4].
",greek,female
1189,Tygriusz,"Tygriusz — imię męskie pochodzenia łacińskiego, pierwotnie przydomek od nazwy tigris, –idis — ""tygrys, tygrysica"". Patronem tego imienia jest św. Tygriusz, kapłan, wspominany razem ze św. Eutropiuszem[1].
",latin and romanic,male
1190,Tycjana,"Tycjana[1]  - imię żeńskie pochodzenia łacińskiego, od nazwy rodowej Titianus, co oznacza ""pochodząca od Tytusa"", ""należąca do Tytusa"". Żeński odpowiednik imienia Tycjan[2]. Wśród patronów - św. Tycjan, biskup (zm. w 650 roku).
",latin and romanic,female
1191,Lelistryj,"Lelistryj —  staropolskie imię męskie, złożone z członów Leli- — ""kołysać się, być opieszałym""; też lele — ""niewieściuch, słabeusz""[1], ale w staroruskim ""chwalić""[2] oraz -stryj — ""stryj""). 
",slavic,male
1192,Tycjan,"Tycjan – imię męskie pochodzenia łacińskiego, genetycznie cognomen od pierwotnego Titius (a to od Titus, 'dziki gołąb, ptaszek'). Titianus oznacza ""pochodzący od Tytusa"", ""należący do Titiusa"". Wśród świętych Tycjan, biskup Brescii[1].
",latin and romanic,male
1193,Tychon,"Tychon – imię męskie pochodzenia greckiego, od Τύχων. Jego patronem jest biskup Cypru Tychon (biskup Amathus) IV/V wieku.
",greek,male
1194,Tychik,"Tychik (łac.) Tychicus, (gr.) Tychikós – imię męskie pochodzenia greckiego i pochodzący od przymiotnika pospolitego tychikós - przypadkowy[1] 
",greek,male
1195,Tyburcy,"Tyburcy lub Tyburcjusz – imię męskie pochodzące od łac. Tiburtius, legendarnego założyciela miasta Tibur (ob. Tivoli). W Kościele katolickim jego patronem jest święty Tyburcjusz (Tyburcy), żyjący w III wieku.
",latin and romanic,male
1196,Tyburcja,"Tyburcja – imię żeńskie pochodzące ze starożytnego Rzymu, żeński odpowiednik imienia Tyburcjusz, Tyburcy. Tyburcja była imieniem dynastycznym córek władców Oranii. Wśród patronów -  św. Tyburcjusz (Tyburcy), żyjący w III wieku. 
",latin and romanic,female
1197,Tyberiusz,"Tyberiusz — imię męskie pochodzenia łacińskiego, należące do nielicznej grupy najstarszych imion rzymskich (imion właściwych, praenomen, por. Marek, Serwiusz, Aulus, Maniusz, Gajusz, Lucjusz, Publiusz, Tytus), wywodzące się od imienia bóstwa opiekuńczego rzeki Tyber, a mianowicie Tiberis[1]. Kościół katolicki notuje kilku świętych patronów tego imienia.
",latin and romanic,male
1198,Tworzysława,"Tworzysława – imię żeńskie, nienotowane w staropolszczyźnie, stanowiące żeński odpowiednik staropolskiego imienia Tworzysław. Składa się z członu Tworzy- (""tworzyć"") -sława (""sława""). Oznacza prawdopodobnie ""tę, która stwarza (kreuje) sławę"". Imię to wystąpiło we współczesnym zasobie imienniczym jednokrotnie[1].   
",slavic,female
1199,Tworzysław,"Tworzysław – staropolskie imię męskie. Składa się z członu Tworzy- (""tworzyć"") -sław (""sława""). Oznacza prawdopodobnie ""tego, który stwarza (kreuje) sławę"". Jego żeńskim odpowiednikiem jest Tworzysława.
",slavic,male
1200,Tworzymir,"Tworzymir – staropolskie imię męskie. Składa się z członu Tworzy- (""tworzyć"") -mir (""pokój""). Oznacza prawdopodobnie ""ten, który stwarza (kreuje) pokój"".
",slavic,male
1201,Tymon,"Tymon – imię męskie pochodzenia greckiego. Wywodzi się od słowa oznaczającego ""ten, który czci"", utworzone od imion złożonych typu Timótheos za pomocą sufiksu --n i odrzucenia drugiej części[1].
",greek,male
1202,Twardostoj,"Twardostoj – staropolskie imię męskie. Składa się z członu Twardo- (""twardy"") -stoj (""stać""). Może zatem oznaczać ""krzepki, silny"" albo ""twardo walczący, dzielny"".
",slavic,male
1203,Twardosław,"Twardosław — staropolskie imię męskie. Składa się z członu Twardo- (""twardy"") -sław (""sława"")[1]. Mogło zatem oznaczać ""tego, który cieszy się niepodważalną sławą"". Możliwe staropolskie zdrobnienia: Twardy, Twardosz, Twardawa (masc.), Twardziuk. Notowane w dawnych dokumentach od 1255 roku[2]. 
",slavic,male
1204,Twardomir,"Twardomir – staropolskie imię męskie. Składa się z członu Twardo- (""twardy"") -mir (""pokój, bezpieczeństwo, przyjaźń"")[1]. Może zatem oznaczać ""trwały, stabilny pokój"". Notowane w Polsce od 1237 roku[2]. Forma pochodna: Twardy[1].
",slavic,male
1205,Tyburcjusz,"Tyburcjusz lub Tyburcy, łac. Tibutius - łacińskie imię męskie pochodzące ze starożytnego Rzymu. Wśród patronów św. Tyburcjusz (Tyburcy), żyjący w III wieku.
",latin and romanic,male
1206,Tuskana,"Tuskana — imię żeńskie pochodzenia łacińskiego, pierwotnie przydomek utworzony od nazwy etnicznej Tuscus przy pomocy przyrostka -ana  i oznaczające ""należąca do Tusków, Etrusków"". 
",latin and romanic,female
1207,Turybiusz,"Turybiusz – imię męskie pochodzenia łacińskiego, wywodzące się od nazwy rodowej o nieznanym znaczeniu. Jednym z patronów tego imienia jest św. Turybiusz, biskup Limy z XVI wieku.
",latin and romanic,male
1208,Tuliusz,"Tuliusz — imię męskie pochodzenia łacińskiego, wywodzące się od rzymskiej nazwy rodowej prawdopodobnie pochodzenia etruskiego. Patronem tego imienia jest św. Tuliusz, zm. w Afryce w II wieku.
",latin and romanic,male
1209,Tulia,"Tulia – imię żeńskie pochodzenia łacińskiego, wywodzące się od rzymskiej nazwy rodowej prawdopodobnie pochodzenia etruskiego. Patronką tego imienia jest św. Tulia, siostra św. Konsorcji - obie miały być córkami św. Eucheriusza z Lyonu. Jedną z bardziej znanych postaci o tym imieniu była Tullia, córka Marka Tuliusza Cycerona.
",latin and romanic,female
1210,Strzebor,"Strzebor, Trzebor – staropolskie imię męskie, złożone z członu Strze(ży)- (""strzec"") oraz członu -bor (""walczyć, zmagać się""). Mogło oznaczać ""tego, który strzeże walcząc"".
",slavic,male
1211,Hermina,"Hermina - żeński odpowiednik imienia Herman.
",german,female
1212,Hermes,"Hermes – imię męskie pochodzenia greckiego, oznaczające „drogowskaz”. Nosił je jeden z bogów greckich. Innym bóstwem o tym imieniu jest Hermes Trismegistos, synkretyczne bóstwo hellenistyczne powstałe z połączenia cech greckiego boga Hermesa i egipskiego Thota. Od Hermesa utworzone zostało żeńskie imię Hermia – imię jednej z postaci Snu nocy letniej Williama Szekspira. W Kościele katolickim istnieje sześciu świętych patronów imienia[1].
",greek,male
1213,Hermenegilda,"Hermenegilda – imię żeńskie o pochodzeniu germańskim. W starogermańskim oznaczało ""pełne poświęcenie"": ermen – 'całe, pełne' i gild – 'poświęcenie'. W Polsce spopularyzował je Konstanty Ildefons Gałczyński stwarzając postać Hermenegildy Kociubińskiej, postaci w ""Teatrzyku Zielona Gęś"" oraz książka i serial TV pt. Czterej pancerni i pies, w których imię to występuje jako kryptonim niemieckiej operacji desantowej (Hermenegilde komm!).  
",german,female
1214,Hermenegild,"Hermenegild – imię męskie pochodzenia germańskiego.
",german,male
1215,Hermana,"Hermana - żeńska forma imienia Herman.
",german,female
1216,Herman,"Herman – imię męskie pochodzenia germańskiego. Wywodzi się od słowa oznaczającego „wojownik”. Innym jego wariantem jest Armin, natomiast nazwisko Menzel stanowi podwójne zdrobnienie imienia Hermann [1]. W średniowiecznej Polsce odnotowywano polskie formy Jerzman i Jirzman [2]. 
",german,male
1217,Herkules,"Herkules - imię męskie pochodzenia łacińskiego. Wywodzi się od imienia herosa rzymskiego Herkulesa (greckiego Heraklesa).
",latin and romanic,male
1218,Trzebowit,"Trzebowit – staropolskie imię męskie, złożone z członów Trzebo- (""czyszczenie, trzebienie, ofiara"") i -wit (""pan, władca""). Mogło oznaczać ""pana ofiary"", ""tego, który sprawuje ofiarę"".
",slavic,male
1219,Herenia,"Herenia — imię żeńskie pochodzenia łacińskiego, wywodzące się od przydomka jednego z rodów samnickich[1]. Patronką tego imienia w Kościele katolickim jest św. Herenia, wspominana razem ze św. Rogatem, Feliksem, Beatą, Mamilem, Sylwanem, Urbanem i Felicytą[2].  
",latin and romanic,female
1220,Herbort,"Herbort, Herburt, Arbort — imię męskie pochodzenia germańskiego, notowane w Polsce od średniowiecza w formach (Herbord), Herbordus, Herbort, Herbot, (Herburd), Herburdus, Herburt, Herbut, Arbort, (Erbord), Erbort, Erbot. Pierwszy człon imienia to Her-: stsas. heri, stwniem. heri — ""drużyna wojenna""; drugi zaś — -bort, człon imion złożonych pochodzący od pierwotnego brort (""ostrze, grot, brzeg""), por. Wilibrord. 
",german,male
1221,Herbert,"Herbert — imię męskie pochodzenia germańskiego, Herbert. Wywodzi się od słowa oznaczającego ""błyszczący"", ""jaśniejący"". Patronem tego imienia jest św. Herbert, pustelnik z Cumberland wspominany 20 marca.
",german,male
1222,Herakliusz,"Herakliusz – alternatywna forma imienia Herakles, powstała przez spolszczenie zlatynizowanej postaci Heraklesa – Heraclius.
",greek,male
1223,Heraklides,"Heraklides (gr. eirene - spokój) – imię męskie pochodzenia greckiego. Najsłynniejszym Heraklidesem był Heraklides z Pontu, grecki filozof, uchodzący za twórcę filozofii heliocentrycznej. Wśród świętych - św. Heraklides, męczennik. 
",greek,male
1224,Henryka,"Henryka − żeński odpowiednik imienia Henryk.
",german,female
1225,Henryk,"Henryk - imię męskie pochodzenia germańskiego. Wywodzi się od słowa oznaczającego „potężny”. „możny” lub „bogaty”. Wśród imion nadawanych nowo narodzonym dzieciom, Henryk w 2017 r. zajmował 77. miejsce w grupie imion męskich[1]. W całej populacji Polaków Henryk zajmował w 2017 r. 30 miejsce (207 913 nadań)[2].
",german,male
1226,Herkulan,"Herkulan — imię męskie pochodzące od imienia Herkulesa. Istnieli liczni święci o tym imieniu, wśród nich św. Herkulan, biskup (VI wiek).
",latin and romanic,male
1227,Heloiza,"Heloiza (łac. Heloisa, fr. Héloïse; ur. ok. 1098, zm. 15 maja 1164 w Paraklecie) – francuska zakonnica, ksieni, jedna z najbardziej znanych kobiet swoich czasów i całego średniowiecza. Jedna z najbardziej uczonych kobiet wieków średnich. Znana z małżeństwa z filozofem Piotrem Abelardem i udziału w jego burzliwych losach. Abelard i Heloiza pozostawili po sobie obszerny zbiór Listów, Heloiza jest także współautorką dzieła Problemata Heloisae. Jako opatka Argenteuil i klasztoru Parakleta zasłynęła dużymi zdolnościami administracyjnymi i wielką pobożnością. Matka Astrolabiusza.
",latin and romanic,female
1228,Helmut,"Helmut – imię męskie pochodzenia germańskiego. Wywodzi się od słów helm i muot oznaczających kolejno ""hełm"" i ""duch, rozum"".
",german,male
1229,Heliodor,"Heliodor – imię męskie pochodzenia greckiego. Stanowi złożenie słów Helios – „słońce” i dōron – „dar”, a oznacza „dar słońca” lub „dar Heliosa” (w mitologii greckiej boga-słońca)[1]. Nadawane w Polsce co najmniej od 1746 roku[2]. 
",greek,male
1230,Herena,"Herena – imię żeńskie pochodzące od przydomka jednego z ludów łacińskich, o etymologii nieznanej. Patronką tego imienia jest św. Herena, wspominana razem ze śwśw. Donatem i Justem.
",latin and romanic,female
1231,Heliasz,"Heliasz – imię męskie pochodzenia greckiego. Wywodzi się od słowa Helios oznaczającego Słońce.
",greek,male
1232,Helga,"Helga - imię żeńskie pochodzenia germańskiego.
",german,female
1233,Helena,"Helena – imię żeńskie pochodzenia greckiego. Wywodzi się od słowa Ἑλένηăņ oznaczającego „blask Księżyca”. W Polsce po raz pierwszy imię to odnotowano w 1272[1].
",greek,female
1234,Heladiusz,"Heladiusz – imię męskie pochodzenia greckiego (‘Ελλαδιος – Helladios, forma zlatynizowana), od ‘Ελλαδος (Hellados) oznaczającego ""grecki"". 
",greek,male
1235,Herakles,"Herakles  – imię męskie pochodzenia greckiego, oznaczające ""chwała Hery"". Powstało przez połączenie imienia bogini Hery ze słowem κλεος (kleos) ""chwała"". Wśród patronów - św. Herakles, biskup w Aleksandrii (zm. w połowie III wieku). 
",greek,male
1236,Heladia,"Heladia[1] – imię żeńskie pochodzenia greckiego (‘Ελλαδιος – Helladios), od ‘Ελλαδος (Hellados) oznaczającego ""grecki"".
",greek,female
1237,Sobiemysł,"Sobiemysł – staropolskie imię męskie, złożone z członów Sobie- i -mysł (""myśleć""). Może oznaczać ""ten, kto myśli o sobie, o zapewnieniu sobie bytu"".
",slavic,male
1238,Sobiemir,"Sobiemir – staropolskie imię męskie, złożone z członów Sobie- i -mir (""pokój, spokój, dobro""). Może oznaczać ""ten, kto zapewnia sobie pokój"".
",slavic,male
1239,Heliodora,"Heliodora — żeński odpowiednik imienia Heliodor. Wśród patronów — bł. Maria Heliodora (Leokadia Matuszewska), siostra nazaretanka, wspominana razem z bł. Marią Stellą i innymi towarzyszkami straconymi w Nowogródku 1 sierpnia 1943 roku.
",greek,female
1240,Sobiebor,"Sobiebor – staropolskie imię męskie, złożone z członów Sobie- i -bor (""walczyć, zmagać się""). Może oznaczać ""ten, kto walczy o siebie"".
",slavic,male
1241,Hegezyp,"Hegezyp – imię męskie pochodzenia łacińskiego. Wywodzi się od imienia św. Hegezypa żyjącego w II wieku.
",latin and romanic,male
1242,Smysław,"Smysław – staropolskie imię męskie, będące prawdopodobnie skróceniem pierwotnego Smysłysław, złożonego z dwóch członów: Smysł- (""zmysł"", albo s-mysł – ""z myśli, z myślenia"") i -sław (""sława""). Mogło oznaczać ""ten, który jest sławny dzięki swojemu intelektowi"".
",slavic,male
1243,Smysława,"Smysława – staropolskie imię żeńskie, będące prawdopodobnie skróceniem pierwotnego Smysłsława, złożonego z dwóch członów: Smysł- (""zmysł"", albo s-mysł – ""z myśli, z myślenia"") i -sława (""sława""). Mogło oznaczać ""ta, która jest sławna dzięki swojemu intelektowi"".
",slavic,female
1244,Smaragd,"Smaragd, Szmaragd – imię męskie pochodzenia łacińskiego, oznaczające ""szmaragd"". Patronem tego imienia jest św. Smaragd (Szmaragd), wspominany razem ze św. Cyriakiem i Largusem.
",latin and romanic,male
1245,Sławomir,"Sławomir, Sławomiar (zdrob. Sławek) – staropolskie męskie imię pochodzenia słowiańskiego, złożone z członów Sławo- (""sława, sławić"") i -mir (""pokój, spokój, dobro, świat""). Imię to prawdopodobnie znaczyło tyle, co ""ten, który zdobywa sławę poprzez pokój, pokojowe zachowanie, zaprowadzanie porządku, spokoju"" (w przeciwieństwie do imion typu Borzysław, w których sława zdobywana jest w walce).
",slavic,male
1246,Sławociech,"Sławociech, Sławciech – staropolskie imię męskie, złożone z członów Sławo- (""sława"") i -ciech (""cieszyć się""). Może oznaczać ""ten, kto cieszy się sławą"".
",slavic,male
1247,Sławosław,"Sławosław – staropolskie imię męskie, złożone z członów Sławo- (""sława"") i -sław (""sława""). Andrzej Bańkowski twierdzi, że imię to najprawdopodobniej pierwotnie brzmiało Słabosław. Może oznaczać ""ten, kto sławi sławę"".
",slavic,male
1248,Sławomira,"Sławomira – staropolskie imię żeńskie, złożone z członów Sławo- („sława”) i -mira („pokój, spokój, dobro”). Mogło oznaczać „sławiąca pokój”. Notowane w źródłach od 1386 roku[1], występujące także w wariantach Sławomirz (fem.) i Sławomirza. Przykładowe dawne możliwe zdrobnienia: Sławna, Sławka, Sławnica, Sławocha[2]. 
",slavic,female
1249,Sławobora,"Sławobora – staropolskie imię żeńskie, złożone z członów Sławo- (""sława"") i -bora (""walczyć, zmagać się""). Może oznaczać ""ta, która sławi walkę"".
",slavic,female
